sender,subject,body,label
reward@giftcard.com,Action Required Immediately,Your account has been locked. Click here to verify credentials.,1
no-reply@amazon.com,Order Shipped,Read today's top stories curated for you.,0
hr@company.com,Professional Network Updates,"Hey, are we meeting this weekend for lunch?",0
security@amaz0n.com,Suspicious Activity Detected,Your password will expire soon. Reset it immediately.,1
it-support@company-update.com,Unauthorized Login Attempt,We noticed unusual activity. Sign in to secure your account.,1
billing@paypal-security.com,Claim Your Gift Card!,Security alert: Someone tried to access your account from a new device.,1
it-support@company-update.com,Verify Apple ID,We noticed unusual activity. Sign in to secure your account.,1
security-alert@paypal.com,Claim Your Gift Card!,Your account has been locked. Click here to verify credentials.,1
admin@bank-secure.com,Verify Your Account,Your password will expire soon. Reset it immediately.,1
newsletter@github.com,Policy Update,Please review the updated company leave policy.,0
billing@paypal-security.com,Suspicious Activity Detected,Your password will expire soon. Reset it immediately.,1
support@apple.com,Verify Apple ID,Unusual login detected. Verify your account now.,1
login@netflix-security.com,Unauthorized Login Attempt,Your password will expire soon. Reset it immediately.,1
reward@giftcard.com,Unauthorized Login Attempt,Your account will be deactivated if you do not respond.,1
it-support@company-update.com,Suspicious Activity Detected,Your account has been locked. Click here to verify credentials.,1
admin@bank-secure.com,Suspicious Activity Detected,Your account will be deactivated if you do not respond.,1
billing@paypal-security.com,Verify Apple ID,Unpaid invoice detected. Login here to pay.,1
team@slack.com,Professional Network Updates,You have received $250 from Alice.,0
newsletter@github.com,Policy Update,Someone has endorsed your skills on LinkedIn.,0
alerts@linkedin.com,Payment Received,Someone has endorsed your skills on LinkedIn.,0
login@netflix-security.com,Invoice Overdue,Your password will expire soon. Reset it immediately.,1
it-support@company-update.com,Claim Your Gift Card!,Your password will expire soon. Reset it immediately.,1
receipt@paypal.com,Order Shipped,Read today's top stories curated for you.,0
login@netflix-security.com,Action Required Immediately,Your password will expire soon. Reset it immediately.,1
friend@gmail.com,Top Stories for You,Your order #12345 has been shipped. Track it here.,0
team@slack.com,Team Meeting Notes,You have received $250 from Alice.,0
receipt@paypal.com,Professional Network Updates,Check out new commits and PRs in your repositories.,0
it-support@company-update.com,Verify Your Account,Your account has been locked. Click here to verify credentials.,1
login@netflix-security.com,Account Locked!,Your password will expire soon. Reset it immediately.,1
admin@bank-secure.com,Unauthorized Login Attempt,Security alert: Someone tried to access your account from a new device.,1
billing@paypal-security.com,Action Required Immediately,Your account will be deactivated if you do not respond.,1
newsletter@github.com,Policy Update,Here's the summary from today's stand-up meeting.,0
reward@giftcard.com,Verify Apple ID,Security alert: Someone tried to access your account from a new device.,1
alerts@linkedin.com,Payment Received,Your next subscription payment is due on 30th Sep.,0
it-support@company-update.com,Claim Your Gift Card!,We noticed unusual activity. Sign in to secure your account.,1
security-alert@paypal.com,Action Required Immediately,Unpaid invoice detected. Login here to pay.,1
service@netflix.com,Order Shipped,You have received $250 from Alice.,0
support@apple.com,Unauthorized Login Attempt,Your account has been locked. Click here to verify credentials.,1
friend@gmail.com,Professional Network Updates,"Hey, are we meeting this weekend for lunch?",0
security@amaz0n.com,Claim Your Gift Card!,Your account will be deactivated if you do not respond.,1
service@netflix.com,Order Shipped,Please review the updated company leave policy.,0
service@netflix.com,Subscription Update,You have received $250 from Alice.,0
alerts@linkedin.com,Professional Network Updates,Please review the updated company leave policy.,0
admin@bank-secure.com,Suspicious Activity Detected,You've won a $100 gift card. Click to claim.,1
hr@company.com,Top Stories for You,"Hey, are we meeting this weekend for lunch?",0
login@netflix-security.com,Urgent: Password Expiry,Unpaid invoice detected. Login here to pay.,1
admin@bank-secure.com,Invoice Overdue,We noticed unusual activity. Sign in to secure your account.,1
verify@facebook-alert.com,Unauthorized Login Attempt,Unusual login detected. Verify your account now.,1
receipt@paypal.com,Policy Update,Here's the summary from today's stand-up meeting.,0
alerts@linkedin.com,Weekend Plans,Please review the updated company leave policy.,0
alerts@linkedin.com,Weekend Plans,Check out new commits and PRs in your repositories.,0
receipt@paypal.com,Policy Update,You have received $250 from Alice.,0
service@netflix.com,Weekly Repo Updates,Here's the summary from today's stand-up meeting.,0
billing@paypal-security.com,Verify Your Account,Please confirm your recent login to secure your account.,1
verify@facebook-alert.com,Urgent: Password Expiry,Your password will expire soon. Reset it immediately.,1
security@amaz0n.com,Claim Your Gift Card!,Security alert: Someone tried to access your account from a new device.,1
no-reply@amazon.com,Weekend Plans,You have received $250 from Alice.,0
support@apple.com,Claim Your Gift Card!,Your account has been locked. Click here to verify credentials.,1
verify@facebook-alert.com,Account Locked!,Unusual login detected. Verify your account now.,1
service@netflix.com,Payment Received,Someone has endorsed your skills on LinkedIn.,0
friend@gmail.com,Subscription Update,Read today's top stories curated for you.,0
support@apple.com,Invoice Overdue,Unpaid invoice detected. Login here to pay.,1
security@amaz0n.com,Invoice Overdue,Please confirm your recent login to secure your account.,1
receipt@paypal.com,Professional Network Updates,Your next subscription payment is due on 30th Sep.,0
security-alert@paypal.com,Unauthorized Login Attempt,You've won a $100 gift card. Click to claim.,1
friend@gmail.com,Payment Received,Someone has endorsed your skills on LinkedIn.,0
security@amaz0n.com,Account Locked!,We noticed unusual activity. Sign in to secure your account.,1
support@apple.com,Suspicious Activity Detected,We noticed unusual activity. Sign in to secure your account.,1
hr@company.com,Weekly Repo Updates,Read today's top stories curated for you.,0
newsletter@github.com,Professional Network Updates,Here's the summary from today's stand-up meeting.,0
receipt@paypal.com,Team Meeting Notes,You have received $250 from Alice.,0
alerts@linkedin.com,Weekly Repo Updates,Please review the updated company leave policy.,0
team@slack.com,Policy Update,You have received $250 from Alice.,0
it-support@company-update.com,Claim Your Gift Card!,Your password will expire soon. Reset it immediately.,1
security-alert@paypal.com,Verify Your Account,Your account has been locked. Click here to verify credentials.,1
security-alert@paypal.com,Verify Apple ID,Security alert: Someone tried to access your account from a new device.,1
receipt@paypal.com,Subscription Update,Someone has endorsed your skills on LinkedIn.,0
admin@bank-secure.com,Invoice Overdue,Security alert: Someone tried to access your account from a new device.,1
no-reply@amazon.com,Order Shipped,Check out new commits and PRs in your repositories.,0
it-support@company-update.com,Unauthorized Login Attempt,We noticed unusual activity. Sign in to secure your account.,1
billing@paypal-security.com,Verify Apple ID,You've won a $100 gift card. Click to claim.,1
friend@gmail.com,Subscription Update,Someone has endorsed your skills on LinkedIn.,0
no-reply@amazon.com,Policy Update,Here's the summary from today's stand-up meeting.,0
it-support@company-update.com,Verify Your Account,You've won a $100 gift card. Click to claim.,1
receipt@paypal.com,Payment Received,Someone has endorsed your skills on LinkedIn.,0
reward@giftcard.com,Account Locked!,Your account will be deactivated if you do not respond.,1
verify@facebook-alert.com,Unauthorized Login Attempt,Your account will be deactivated if you do not respond.,1
hr@company.com,Subscription Update,Someone has endorsed your skills on LinkedIn.,0
it-support@company-update.com,Action Required Immediately,Your account has been locked. Click here to verify credentials.,1
newsletter@github.com,Weekend Plans,Please review the updated company leave policy.,0
updates@medium.com,Policy Update,You have received $250 from Alice.,0
verify@facebook-alert.com,Verify Apple ID,Your password will expire soon. Reset it immediately.,1
team@slack.com,Top Stories for You,Your order #12345 has been shipped. Track it here.,0
newsletter@github.com,Team Meeting Notes,Check out new commits and PRs in your repositories.,0
hr@company.com,Policy Update,You have received $250 from Alice.,0
receipt@paypal.com,Weekly Repo Updates,Your order #12345 has been shipped. Track it here.,0
support@apple.com,Verify Apple ID,Unusual login detected. Verify your account now.,1
alerts@linkedin.com,Payment Received,Someone has endorsed your skills on LinkedIn.,0
no-reply@amazon.com,Weekly Repo Updates,Read today's top stories curated for you.,0
login@netflix-security.com,Unauthorized Login Attempt,Security alert: Someone tried to access your account from a new device.,1
billing@paypal-security.com,Account Locked!,Security alert: Someone tried to access your account from a new device.,1
service@netflix.com,Weekend Plans,Your order #12345 has been shipped. Track it here.,0
no-reply@amazon.com,Professional Network Updates,Read today's top stories curated for you.,0
support@apple.com,Claim Your Gift Card!,You've won a $100 gift card. Click to claim.,1
verify@facebook-alert.com,Account Locked!,We noticed unusual activity. Sign in to secure your account.,1
team@slack.com,Professional Network Updates,Your next subscription payment is due on 30th Sep.,0
no-reply@amazon.com,Professional Network Updates,Read today's top stories curated for you.,0
reward@giftcard.com,Verify Apple ID,Unpaid invoice detected. Login here to pay.,1
friend@gmail.com,Professional Network Updates,You have received $250 from Alice.,0
